Name,State,Population
Autauga County,Alabama,55869
Baldwin County,Alabama,223234
Barbour County,Alabama,24686
Bibb County,Alabama,22394
Blount County,Alabama,57826
Bullock County,Alabama,10101
Butler County,Alabama,19448
Calhoun County,Alabama,113605
Chambers County,Alabama,33254
Cherokee County,Alabama,26196
Chilton County,Alabama,44428
Choctaw County,Alabama,12589
Clarke County,Alabama,23622
Clay County,Alabama,13235
Cleburne County,Alabama,14910
Coffee County,Alabama,52342
Colbert County,Alabama,55241
Conecuh County,Alabama,12067
Coosa County,Alabama,10663
Covington County,Alabama,37049
Crenshaw County,Alabama,13772
Cullman County,Alabama,83768
Dale County,Alabama,49172
Dallas County,Alabama,37196
DeKalb County,Alabama,71513
Elmore County,Alabama,81209
Escambia County,Alabama,36633
Etowah County,Alabama,102268
Fayette County,Alabama,16302
Franklin County,Alabama,31362
Geneva County,Alabama,26271
Greene County,Alabama,8111
Hale County,Alabama,14651
Henry County,Alabama,17205
Houston County,Alabama,105882
Jackson County,Alabama,51626
Jefferson County,Alabama,658573
Lamar County,Alabama,13805
Lauderdale County,Alabama,92729
Lawrence County,Alabama,32924
Lee County,Alabama,164542
Limestone County,Alabama,98915
Lowndes County,Alabama,9726
Macon County,Alabama,18068
Madison County,Alabama,372909
Marengo County,Alabama,18863
Marion County,Alabama,29709
Marshall County,Alabama,96774
Mobile County,Alabama,413210
Monroe County,Alabama,20733
Montgomery County,Alabama,226486
Morgan County,Alabama,119679
Perry County,Alabama,8923
Pickens County,Alabama,19930
Pike County,Alabama,33114
Randolph County,Alabama,22722
Russell County,Alabama,57961
Shelby County,Alabama,217702
St. Clair County,Alabama,89512
Sumter County,Alabama,12427
Talladega County,Alabama,79978
Tallapoosa County,Alabama,40367
Tuscaloosa County,Alabama,209355
Walker County,Alabama,63521
Washington County,Alabama,16326
Wilcox County,Alabama,10373
Winston County,Alabama,23629
Aleutians East Borough,Alaska,3337
Aleutians West Census Area,Alaska,5634
Anchorage Municipality,Alaska,288000
Bethel Census Area,Alaska,18386
Bristol Bay Borough,Alaska,836
Denali Borough,Alaska,2097
Dillingham Census Area,Alaska,4916
Fairbanks North Star Borough,Alaska,96849
Haines Borough,Alaska,2530
Hoonah-Angoon Census Area,Alaska,2148
Juneau City and Borough,Alaska,31974
Kenai Peninsula Borough,Alaska,58708
Ketchikan Gateway Borough,Alaska,13901
Kodiak Island Borough,Alaska,12998
Kusilvak Census Area,Alaska,8314
Lake and Peninsula Borough,Alaska,1592
Matanuska-Susitna Borough,Alaska,108317
Nome Census Area,Alaska,10004
North Slope Borough,Alaska,9832
Northwest Arctic Borough,Alaska,7621
Petersburg Borough,Alaska,3266
Prince of Wales-Hyder Census Area,Alaska,6203
Sitka City and Borough,Alaska,8493
Skagway Municipality,Alaska,1183
Southeast Fairbanks Census Area,Alaska,6893
Valdez-Cordova Census Area,Alaska,9202
Wrangell City and Borough,Alaska,2502
Yakutat City and Borough,Alaska,579
Yukon-Koyukuk Census Area,Alaska,5230
Apache County,Arizona,71887
Cochise County,Arizona,125922
Coconino County,Arizona,143476
Gila County,Arizona,54018
Graham County,Arizona,38837
Greenlee County,Arizona,9498
La Paz County,Arizona,21108
Maricopa County,Arizona,4485414
Mohave County,Arizona,212181
Navajo County,Arizona,110924
Pima County,Arizona,1047279
Pinal County,Arizona,462789
Santa Cruz County,Arizona,46498
Yavapai County,Arizona,235099
Yuma County,Arizona,213787
Arkansas County,Arkansas,17486
Ashley County,Arkansas,19657
Baxter County,Arkansas,41932
Benton County,Arkansas,279141
Boone County,Arkansas,37432
Bradley County,Arkansas,10763
Calhoun County,Arkansas,5189
Carroll County,Arkansas,28380
Chicot County,Arkansas,10118
Clark County,Arkansas,22320
Clay County,Arkansas,14551
Cleburne County,Arkansas,24919
Cleveland County,Arkansas,7956
Columbia County,Arkansas,23457
Conway County,Arkansas,20846
Craighead County,Arkansas,110332
Crawford County,Arkansas,63257
Crittenden County,Arkansas,47955
Cross County,Arkansas,16419
Dallas County,Arkansas,7009
Desha County,Arkansas,11361
Drew County,Arkansas,18219
Faulkner County,Arkansas,126007
Franklin County,Arkansas,17715
Fulton County,Arkansas,12477
Garland County,Arkansas,99386
Grant County,Arkansas,18265
Greene County,Arkansas,45325
Hempstead County,Arkansas,21532
Hot Spring County,Arkansas,33771
Howard County,Arkansas,13202
Independence County,Arkansas,37825
Izard County,Arkansas,13629
Jackson County,Arkansas,16719
Jefferson County,Arkansas,66824
Johnson County,Arkansas,26578
Lafayette County,Arkansas,6624
Lawrence County,Arkansas,16406
Lee County,Arkansas,8857
Lincoln County,Arkansas,13024
Little River County,Arkansas,12259
Logan County,Arkansas,21466
Lonoke County,Arkansas,73309
Madison County,Arkansas,16576
Marion County,Arkansas,16694
Miller County,Arkansas,43257
Mississippi County,Arkansas,40651
Monroe County,Arkansas,6701
Montgomery County,Arkansas,8986
Nevada County,Arkansas,8252
Newton County,Arkansas,7753
Ouachita County,Arkansas,23382
Perry County,Arkansas,10455
Phillips County,Arkansas,17782
Pike County,Arkansas,10718
Poinsett County,Arkansas,23528
Polk County,Arkansas,19964
Pope County,Arkansas,64072
Prairie County,Arkansas,8062
Pulaski County,Arkansas,391911
Randolph County,Arkansas,17958
Saline County,Arkansas,122437
Scott County,Arkansas,10281
Searcy County,Arkansas,7881
Sebastian County,Arkansas,127827
Sevier County,Arkansas,17007
Sharp County,Arkansas,17442
St. Francis County,Arkansas,24994
Stone County,Arkansas,12506
Union County,Arkansas,38682
Van Buren County,Arkansas,16545
Washington County,Arkansas,239187
White County,Arkansas,78753
Woodruff County,Arkansas,6320
Yell County,Arkansas,21341
Alameda County,California,1671329
Alpine County,California,1129
Amador County,California,39752
Butte County,California,219186
Calaveras County,California,45905
Colusa County,California,21547
Contra Costa County,California,1153526
Del Norte County,California,27812
El Dorado County,California,192843
Fresno County,California,999101
Glenn County,California,28393
Humboldt County,California,135558
Imperial County,California,181215
Inyo County,California,18039
Kern County,California,900202
Kings County,California,152940
Lake County,California,64386
Lassen County,California,30573
Los Angeles County,California,10039107
Madera County,California,157327
Marin County,California,258826
Mariposa County,California,17203
Mendocino County,California,86749
Merced County,California,277680
Modoc County,California,8841
Mono County,California,14444
Monterey County,California,434061
Napa County,California,137744
Nevada County,California,99755
Orange County,California,3175692
Placer County,California,398329
Plumas County,California,18807
Riverside County,California,2470546
Sacramento County,California,1552058
San Benito County,California,62808
San Bernardino County,California,2180085
San Diego County,California,3338330
San Francisco County,California,881549
San Joaquin County,California,762148
San Luis Obispo County,California,283111
San Mateo County,California,766573
Santa Barbara County,California,446499
Santa Clara County,California,1927852
Santa Cruz County,California,273213
Shasta County,California,180080
Sierra County,California,3005
Siskiyou County,California,43539
Solano County,California,447643
Sonoma County,California,494336
Stanislaus County,California,550660
Sutter County,California,96971
Tehama County,California,65084
Trinity County,California,12285
Tulare County,California,466195
Tuolumne County,California,54478
Ventura County,California,846006
Yolo County,California,220500
Yuba County,California,78668
Adams County,Colorado,517421
Alamosa County,Colorado,16233
Arapahoe County,Colorado,656590
Archuleta County,Colorado,14029
Baca County,Colorado,3581
Bent County,Colorado,5577
Boulder County,Colorado,326196
Broomfield County,Colorado,70465
Chaffee County,Colorado,20356
Cheyenne County,Colorado,1831
Clear Creek County,Colorado,9700
Conejos County,Colorado,8205
Costilla County,Colorado,3887
Crowley County,Colorado,6061
Custer County,Colorado,5068
Delta County,Colorado,31162
Denver County,Colorado,727211
Dolores County,Colorado,2055
Douglas County,Colorado,351154
Eagle County,Colorado,55127
El Paso County,Colorado,720403
Elbert County,Colorado,26729
Fremont County,Colorado,47839
Garfield County,Colorado,60061
Gilpin County,Colorado,6243
Grand County,Colorado,15734
Gunnison County,Colorado,17462
Hinsdale County,Colorado,820
Huerfano County,Colorado,6897
Jackson County,Colorado,1392
Jefferson County,Colorado,582881
Kiowa County,Colorado,1406
Kit Carson County,Colorado,7097
La Plata County,Colorado,56221
Lake County,Colorado,8127
Larimer County,Colorado,356899
Las Animas County,Colorado,14506
Lincoln County,Colorado,5701
Logan County,Colorado,22409
Mesa County,Colorado,154210
Mineral County,Colorado,769
Moffat County,Colorado,13283
Montezuma County,Colorado,26183
Montrose County,Colorado,42758
Morgan County,Colorado,29068
Otero County,Colorado,18278
Ouray County,Colorado,4952
Park County,Colorado,18845
Phillips County,Colorado,4265
Pitkin County,Colorado,17767
Prowers County,Colorado,12172
Pueblo County,Colorado,168424
Rio Blanco County,Colorado,6324
Rio Grande County,Colorado,11267
Routt County,Colorado,25638
Saguache County,Colorado,6824
San Juan County,Colorado,728
San Miguel County,Colorado,8179
Sedgwick County,Colorado,2248
Summit County,Colorado,31011
Teller County,Colorado,25388
Washington County,Colorado,4908
Weld County,Colorado,324492
Yuma County,Colorado,10019
Fairfield County,Connecticut,943332
Hartford County,Connecticut,891720
Litchfield County,Connecticut,180333
Middlesex County,Connecticut,162436
New Haven County,Connecticut,854757
New London County,Connecticut,265206
Tolland County,Connecticut,150721
Windham County,Connecticut,116782
Kent County,Delaware,180786
New Castle County,Delaware,558753
Sussex County,Delaware,234225
District of Columbia,District of Columbia,705749
Alachua County,Florida,269043
Baker County,Florida,29210
Bay County,Florida,174705
Bradford County,Florida,28201
Brevard County,Florida,601942
Broward County,Florida,1952778
Calhoun County,Florida,14105
Charlotte County,Florida,188910
Citrus County,Florida,149657
Clay County,Florida,219252
Collier County,Florida,384902
Columbia County,Florida,71686
DeSoto County,Florida,38001
Dixie County,Florida,16826
Duval County,Florida,957755
Escambia County,Florida,318316
Flagler County,Florida,115081
Franklin County,Florida,12125
Gadsden County,Florida,45660
Gilchrist County,Florida,18582
Glades County,Florida,13811
Gulf County,Florida,13639
Hamilton County,Florida,14428
Hardee County,Florida,26937
Hendry County,Florida,42022
Hernando County,Florida,193920
Highlands County,Florida,106221
Hillsborough County,Florida,1471968
Holmes County,Florida,19617
Indian River County,Florida,159923
Jackson County,Florida,46414
Jefferson County,Florida,14246
Lafayette County,Florida,8422
Lake County,Florida,367118
Lee County,Florida,770577
Leon County,Florida,293582
Levy County,Florida,41503
Liberty County,Florida,8354
Madison County,Florida,18493
Manatee County,Florida,403253
Marion County,Florida,365579
Martin County,Florida,161000
Miami-Dade County,Florida,2716940
Monroe County,Florida,74228
Nassau County,Florida,88625
Okaloosa County,Florida,210738
Okeechobee County,Florida,42168
Orange County,Florida,1393452
Osceola County,Florida,375751
Palm Beach County,Florida,1496770
Pasco County,Florida,553947
Pinellas County,Florida,974996
Polk County,Florida,724777
Putnam County,Florida,74521
Santa Rosa County,Florida,184313
Sarasota County,Florida,433742
Seminole County,Florida,471826
St. Johns County,Florida,264672
St. Lucie County,Florida,328297
Sumter County,Florida,132420
Suwannee County,Florida,44417
Taylor County,Florida,21569
Union County,Florida,15237
Volusia County,Florida,553284
Wakulla County,Florida,33739
Walton County,Florida,74071
Washington County,Florida,25473
Appling County,Georgia,18386
Atkinson County,Georgia,8165
Bacon County,Georgia,11164
Baker County,Georgia,3038
Baldwin County,Georgia,44890
Banks County,Georgia,19234
Barrow County,Georgia,83240
Bartow County,Georgia,107738
Ben Hill County,Georgia,16700
Berrien County,Georgia,19397
Bibb County,Georgia,153159
Bleckley County,Georgia,12873
Brantley County,Georgia,19109
Brooks County,Georgia,15457
Bryan County,Georgia,39627
Bulloch County,Georgia,79608
Burke County,Georgia,22383
Butts County,Georgia,24936
Calhoun County,Georgia,6189
Camden County,Georgia,54666
Candler County,Georgia,10803
Carroll County,Georgia,119992
Catoosa County,Georgia,67580
Charlton County,Georgia,13392
Chatham County,Georgia,289430
Chattahoochee County,Georgia,10907
Chattooga County,Georgia,24789
Cherokee County,Georgia,258773
Clarke County,Georgia,128331
Clay County,Georgia,2834
Clayton County,Georgia,292256
Clinch County,Georgia,6618
Cobb County,Georgia,760141
Coffee County,Georgia,43273
Colquitt County,Georgia,45600
Columbia County,Georgia,156714
Cook County,Georgia,17270
Coweta County,Georgia,148509
Crawford County,Georgia,12404
Crisp County,Georgia,22372
Dade County,Georgia,16116
Dawson County,Georgia,26108
Decatur County,Georgia,26404
DeKalb County,Georgia,759297
Dodge County,Georgia,20605
Dooly County,Georgia,13390
Dougherty County,Georgia,87956
Douglas County,Georgia,146343
Early County,Georgia,10190
Echols County,Georgia,4006
Effingham County,Georgia,64296
Elbert County,Georgia,19194
Emanuel County,Georgia,22646
Evans County,Georgia,10654
Fannin County,Georgia,26188
Fayette County,Georgia,114421
Floyd County,Georgia,98498
Forsyth County,Georgia,244252
Franklin County,Georgia,23349
Fulton County,Georgia,1063937
Gilmer County,Georgia,31369
Glascock County,Georgia,2971
Glynn County,Georgia,85292
Gordon County,Georgia,57963
Grady County,Georgia,24633
Greene County,Georgia,18324
Gwinnett County,Georgia,936250
Habersham County,Georgia,45328
Hall County,Georgia,204441
Hancock County,Georgia,8457
Haralson County,Georgia,29792
Harris County,Georgia,35236
Hart County,Georgia,26205
Heard County,Georgia,11923
Henry County,Georgia,234561
Houston County,Georgia,157863
Irwin County,Georgia,9416
Jackson County,Georgia,72977
Jasper County,Georgia,14219
Jeff Davis County,Georgia,15115
Jefferson County,Georgia,15362
Jenkins County,Georgia,8676
Johnson County,Georgia,9643
Jones County,Georgia,28735
Lamar County,Georgia,19077
Lanier County,Georgia,10423
Laurens County,Georgia,47546
Lee County,Georgia,29992
Liberty County,Georgia,61435
Lincoln County,Georgia,7921
Long County,Georgia,19559
Lowndes County,Georgia,117406
Lumpkin County,Georgia,33610
Macon County,Georgia,12947
Madison County,Georgia,29880
Marion County,Georgia,8359
McDuffie County,Georgia,21312
McIntosh County,Georgia,14378
Meriwether County,Georgia,21167
Miller County,Georgia,5718
Mitchell County,Georgia,21863
Monroe County,Georgia,27578
Montgomery County,Georgia,9172
Morgan County,Georgia,19276
Murray County,Georgia,40096
Muscogee County,Georgia,195769
Newton County,Georgia,111744
Oconee County,Georgia,40280
Oglethorpe County,Georgia,15259
Paulding County,Georgia,168667
Peach County,Georgia,27546
Pickens County,Georgia,32591
Pierce County,Georgia,19465
Pike County,Georgia,18962
Polk County,Georgia,42613
Pulaski County,Georgia,11137
Putnam County,Georgia,22119
Quitman County,Georgia,2299
Rabun County,Georgia,17137
Randolph County,Georgia,6778
Richmond County,Georgia,202518
Rockdale County,Georgia,90896
Schley County,Georgia,5257
Screven County,Georgia,13966
Seminole County,Georgia,8090
Spalding County,Georgia,66703
Stephens County,Georgia,25925
Stewart County,Georgia,6621
Sumter County,Georgia,29524
Talbot County,Georgia,6195
Taliaferro County,Georgia,1537
Tattnall County,Georgia,25286
Taylor County,Georgia,8020
Telfair County,Georgia,15860
Terrell County,Georgia,8531
Thomas County,Georgia,44451
Tift County,Georgia,40644
Toombs County,Georgia,26830
Towns County,Georgia,12037
Treutlen County,Georgia,6901
Troup County,Georgia,69922
Turner County,Georgia,7985
Twiggs County,Georgia,8120
Union County,Georgia,24511
Upson County,Georgia,26320
Walker County,Georgia,69761
Walton County,Georgia,94593
Ware County,Georgia,35734
Warren County,Georgia,5254
Washington County,Georgia,20374
Wayne County,Georgia,29927
Webster County,Georgia,2607
Wheeler County,Georgia,7855
White County,Georgia,30798
Whitfield County,Georgia,104628
Wilcox County,Georgia,8635
Wilkes County,Georgia,9777
Wilkinson County,Georgia,8954
Worth County,Georgia,20247
Hawaii County,Hawaii,201513
Honolulu County,Hawaii,974563
Kalawao County,Hawaii,86
Kauai County,Hawaii,72293
Maui County,Hawaii,167417
Ada County,Idaho,481587
Adams County,Idaho,4294
Bannock County,Idaho,87808
Bear Lake County,Idaho,6125
Benewah County,Idaho,9298
Bingham County,Idaho,46811
Blaine County,Idaho,23021
Boise County,Idaho,7831
Bonner County,Idaho,45739
Bonneville County,Idaho,119062
Boundary County,Idaho,12245
Butte County,Idaho,2597
Camas County,Idaho,1106
Canyon County,Idaho,229849
Caribou County,Idaho,7155
Cassia County,Idaho,24030
Clark County,Idaho,845
Clearwater County,Idaho,8756
Custer County,Idaho,4315
Elmore County,Idaho,27511
Franklin County,Idaho,13876
Fremont County,Idaho,13099
Gem County,Idaho,18112
Gooding County,Idaho,15179
Idaho County,Idaho,16667
Jefferson County,Idaho,29871
Jerome County,Idaho,24412
Kootenai County,Idaho,165697
Latah County,Idaho,40108
Lemhi County,Idaho,8027
Lewis County,Idaho,3838
Lincoln County,Idaho,5366
Madison County,Idaho,39907
Minidoka County,Idaho,21039
Nez Perce County,Idaho,40408
Oneida County,Idaho,4531
Owyhee County,Idaho,11823
Payette County,Idaho,23951
Power County,Idaho,7681
Shoshone County,Idaho,12882
Teton County,Idaho,12142
Twin Falls County,Idaho,86878
Valley County,Idaho,11392
Washington County,Idaho,10194
Adams County,Illinois,65435
Alexander County,Illinois,5761
Bond County,Illinois,16426
Boone County,Illinois,53544
Brown County,Illinois,6578
Bureau County,Illinois,32628
Calhoun County,Illinois,4739
Carroll County,Illinois,14305
Cass County,Illinois,12147
Champaign County,Illinois,209689
Christian County,Illinois,32304
Clark County,Illinois,15441
Clay County,Illinois,13184
Clinton County,Illinois,37562
Coles County,Illinois,50621
Cook County,Illinois,5150233
Crawford County,Illinois,18667
Cumberland County,Illinois,10766
De Witt County,Illinois,15638
DeKalb County,Illinois,104897
Douglas County,Illinois,19465
DuPage County,Illinois,922921
Edgar County,Illinois,17161
Edwards County,Illinois,6395
Effingham County,Illinois,34008
Fayette County,Illinois,21336
Ford County,Illinois,12961
Franklin County,Illinois,38469
Fulton County,Illinois,34340
Gallatin County,Illinois,4828
Greene County,Illinois,12969
Grundy County,Illinois,51054
Hamilton County,Illinois,8116
Hancock County,Illinois,17708
Hardin County,Illinois,3821
Henderson County,Illinois,6646
Henry County,Illinois,48913
Iroquois County,Illinois,27114
Jackson County,Illinois,56750
Jasper County,Illinois,9610
Jefferson County,Illinois,37684
Jersey County,Illinois,21773
Jo Daviess County,Illinois,21235
Johnson County,Illinois,12417
Kane County,Illinois,532403
Kankakee County,Illinois,109862
Kendall County,Illinois,128990
Knox County,Illinois,49699
Lake County,Illinois,696535
LaSalle County,Illinois,108669
Lawrence County,Illinois,15678
Lee County,Illinois,34096
Livingston County,Illinois,35648
Logan County,Illinois,28618
Macon County,Illinois,104009
Macoupin County,Illinois,44926
Madison County,Illinois,262966
Marion County,Illinois,37205
Marshall County,Illinois,11438
Mason County,Illinois,13359
Massac County,Illinois,13772
McDonough County,Illinois,29682
McHenry County,Illinois,307774
McLean County,Illinois,171517
Menard County,Illinois,12196
Mercer County,Illinois,15437
Monroe County,Illinois,34637
Montgomery County,Illinois,28414
Morgan County,Illinois,33658
Moultrie County,Illinois,14501
Ogle County,Illinois,50643
Peoria County,Illinois,179179
Perry County,Illinois,20916
Piatt County,Illinois,16344
Pike County,Illinois,15561
Pope County,Illinois,4177
Pulaski County,Illinois,5335
Putnam County,Illinois,5739
Randolph County,Illinois,31782
Richland County,Illinois,15513
Rock Island County,Illinois,141879
Saline County,Illinois,23491
Sangamon County,Illinois,194672
Schuyler County,Illinois,6768
Scott County,Illinois,4951
Shelby County,Illinois,21634
St. Clair County,Illinois,259686
Stark County,Illinois,5342
Stephenson County,Illinois,44498
Tazewell County,Illinois,131803
Union County,Illinois,16653
Vermilion County,Illinois,75758
Wabash County,Illinois,11520
Warren County,Illinois,16844
Washington County,Illinois,13887
Wayne County,Illinois,16215
White County,Illinois,13537
Whiteside County,Illinois,55175
Will County,Illinois,690743
Williamson County,Illinois,66597
Winnebago County,Illinois,282572
Woodford County,Illinois,38459
Adams County,Indiana,35777
Allen County,Indiana,379299
Bartholomew County,Indiana,83779
Benton County,Indiana,8748
Blackford County,Indiana,11758
Boone County,Indiana,67843
Brown County,Indiana,15092
Carroll County,Indiana,20257
Cass County,Indiana,37689
Clark County,Indiana,118302
Clay County,Indiana,26225
Clinton County,Indiana,32399
Crawford County,Indiana,10577
Daviess County,Indiana,33351
Dearborn County,Indiana,49458
Decatur County,Indiana,26559
DeKalb County,Indiana,43475
Delaware County,Indiana,114135
Dubois County,Indiana,42736
Elkhart County,Indiana,206341
Fayette County,Indiana,23102
Floyd County,Indiana,78522
Fountain County,Indiana,16346
Franklin County,Indiana,22758
Fulton County,Indiana,19974
Gibson County,Indiana,33659
Grant County,Indiana,65769
Greene County,Indiana,31922
Hamilton County,Indiana,338011
Hancock County,Indiana,78168
Harrison County,Indiana,40515
Hendricks County,Indiana,170311
Henry County,Indiana,47972
Howard County,Indiana,82544
Huntington County,Indiana,36520
Jackson County,Indiana,44231
Jasper County,Indiana,33562
Jay County,Indiana,20436
Jefferson County,Indiana,32308
Jennings County,Indiana,27735
Johnson County,Indiana,158167
Knox County,Indiana,36594
Kosciusko County,Indiana,79456
LaGrange County,Indiana,39614
Lake County,Indiana,485493
LaPorte County,Indiana,109888
Lawrence County,Indiana,45370
Madison County,Indiana,129569
Marion County,Indiana,964582
Marshall County,Indiana,46258
Martin County,Indiana,10255
Miami County,Indiana,35516
Monroe County,Indiana,148431
Montgomery County,Indiana,38338
Morgan County,Indiana,70489
Newton County,Indiana,13984
Noble County,Indiana,47744
Ohio County,Indiana,5875
Orange County,Indiana,19646
Owen County,Indiana,20799
Parke County,Indiana,16937
Perry County,Indiana,19169
Pike County,Indiana,12389
Porter County,Indiana,170389
Posey County,Indiana,25427
Pulaski County,Indiana,12353
Putnam County,Indiana,37576
Randolph County,Indiana,24665
Ripley County,Indiana,28324
Rush County,Indiana,16581
Scott County,Indiana,23873
Shelby County,Indiana,44729
Spencer County,Indiana,20277
St. Joseph County,Indiana,271826
Starke County,Indiana,22995
Steuben County,Indiana,34594
Sullivan County,Indiana,20669
Switzerland County,Indiana,10751
Tippecanoe County,Indiana,195732
Tipton County,Indiana,15148
Union County,Indiana,7054
Vanderburgh County,Indiana,181451
Vermillion County,Indiana,15498
Vigo County,Indiana,107038
Wabash County,Indiana,30996
Warren County,Indiana,8265
Warrick County,Indiana,62998
Washington County,Indiana,28036
Wayne County,Indiana,65884
Wells County,Indiana,28296
White County,Indiana,24102
Whitley County,Indiana,33964
Adair County,Iowa,7152
Adams County,Iowa,3602
Allamakee County,Iowa,13687
Appanoose County,Iowa,12426
Audubon County,Iowa,5496
Benton County,Iowa,25645
Black Hawk County,Iowa,131228
Boone County,Iowa,26234
